date,tweet
2017-05-22 19:56:17,Track curated news and tweets for multiple tickers - US Tech Giants  http://www.comparespreadbetting.com/compare?name=US%20Tech%20Giants … $AAPL $GOOGL $MSFT $FB
2017-05-22 19:51:44,"Alphabet's buy rating reiterated at Deutsche Bank AG. $1,250.00 PT.  http://ift.tt/2rb3jur  $GOOGL #GOOGL"
2017-05-22 19:51:41,Alphabet's buy rating reiterated at Aegis.  http://ift.tt/2raUe4J  $GOOGL #GOOGL
2017-05-22 19:45:41,#TIMBeta Comportamento de rolagem do Safari do iOS vai mudar em breve — e nós sabemos disso por causa do… Googl...  http://ow.ly/sKlu50bF6HE 
2017-05-22 19:42:57,Alphabet Inc $GOOGL Receives “Buy” Rating from Aegis  http://zpr.io/P2PK5 
2017-05-22 19:42:54,Alphabet’s $GOOGL Buy Rating Reaffirmed at Deutsche Bank AG  http://www.dailypolitical.com/?p=1118272 
2017-05-22 19:42:51,@tim_cook @Apple @AppleSupport $AAPL Mr. Cook are iMacs ever going to be touch screen? @HP @Dell @IBM $AMZN $TSLA $FB $GOOGL $WB $TWTR $QQQ pic.twitter.com/aUymaTqMyh
2017-05-22 19:40:56,اللهم اجعل ما تبقى من عمري سـعاده و ابعد عني الهم و الحزن  http://7asnat.com/ 
2017-05-22 19:40:44,Stock Futures Fall After Deadly U.K. Blast; 3 Key Earnings Due; Take-Two Sees 'Red':  http://ow.ly/zXZN30bX7Sm  $NFLX $AMZN $GOOGL $FB $MOMO pic.twitter.com/GWHKEgTMBB
2017-05-22 19:38:43,@tim_cook @Apple @aaple @AppleSupport Mr. Cook are iMacs ever going to be touch screen? @HP @Dell @IBM $AAPL $TSLA $FB $GOOGL $WB $TWTR $QQQ pic.twitter.com/BA5uJKr4MI
2017-05-22 19:30:21,$AMZN clear leader in investment returns over past 2yrs $AAPL $GOOGL $FB $IBM $MSFT #Cloud #IoT  http://bridgeandtunnelinvestor.com/thread/3981/investment-returns … pic.twitter.com/kyBVghIjUx
2017-05-22 19:26:05,1/2 #MadMoneyEspresso $CRM$WDAY$RHT$ADBE $GOOGL$AMZN$ADSK $NVDA$QCOM$TTWO $STZ$DPZ$PEP$AAPL $UL$CL$CLX$PG$BA$LMT$BX—👍 $F—👎🏾 $DEO$STZ—👍
2017-05-22 19:14:25,$GOOG #Google Lens is Google’s future  https://www.recode.net/2017/5/19/15666704/google-lens-key-example-ai-first-computer-vision … $GOOGL $MSFT $AMD #stockmarket #stocks #investing #finance $SPY $QQQ $DIA $IWM
2017-05-22 19:13:45,$GOOG Uber and #Google do battle over self driving car tech  http://mashable.com/2017/05/20/uber-vs-google-waymo-self-driving-car-wars-get-nasty/#dXyoE5K2v5qt … $GOOGL #stockmarket #stocks #investing #finance $SPY $FB
2017-05-22 19:07:20,Ancient water town Wuzhen where modern battle starts this morn - man vs machine - world's #1 Go champ Ke Jie plays $GOOGL's #AlphaGo @CNBCi pic.twitter.com/FP2HGJt9c4
2017-05-22 19:06:35,"Tomorrow, May 23, 2017 : Surya Mattu explores of how infrastructure can be used as a journalistic source (StoryCode  NYC)   https://www.googl"
2017-05-22 19:02:57,اللهم إني أسألك علماً نافعاً ورزقاً طيباً وعملاً متقبلاً  http://du3a.org 
2017-05-22 18:58:45,T3 Live Daily Recap - Tech Stocks Rise   http://scalpthatstock.com/daily-recap-tech-stocks-rise/ … $SPX $IWM $XLF $QQQ $AAPL $AMZN $GOOGL $FB $AAOI $ACIA $FNSR $BABA
2017-05-22 18:56:22,Yeah. No kidding.  $TSLA $UBER $LYFT $GOOGL $AAPL https://twitter.com/cnbc/status/866747782090170369 …
2017-05-22 18:50:58,﷽ ﴿قل إنما أنا منذر ۖ وما من إله إلا الله الواحد القهار﴾ ⬅️  http://du3a.org 
2017-05-22 18:50:57,"Living with CRPS, an excruciating chronic pain condition that can 'happen to anyone' -  http://goo.gl/alerts/XJQO9  #Googl #CRPS #findacure #news"
2017-05-22 18:49:52,اللهم إني أعوذ بك من غلبة الدين، وغلبة العدو، وشماتة الأعداء  http://7asnh.com 
2017-05-22 18:49:52,اللَّهُمَّ إِنِّي أَعوذُ بِرِضاكَ مِنْ سَخَطِكَ، وَبِمعافاتِكَ مِنْ عُقوبَتِكَ، وَأَعوذُ بِكَ مِنْكَ.  http://7asnh.com 
2017-05-22 18:48:06,"Market Commentary For Tuesday, May 23 - $GLYC, $IBM, $XLE, $MOMO, $ACIA, $PSX, $HUN, $GOOGL  http://crweworld.com/article/finance/74479/the-moskowitz-report-lmt-apc-nutr-slv-aapl-rtn-bp-amgn-ewz-mck-gd-xom-pbyi-fb-noc-cvx-ljpc-tsla-ba-cop-bx-gld-amzn-oxy-rdus-nflx-mpc-glyc-ibm-xle-momo-stock-market-commentary-for-tuesday-may-23-2017 …"
2017-05-22 18:38:07,"""2017 NBA Mock Draft: 1st Round Predictions and Biggest Boom-or-Bust Prospects - Bleacher Report"" {by } via #Googl…  http://ift.tt/2qOHmjw "
2017-05-22 18:37:16,"$GOOGL Strong day but no power, almost back to ATH. Tough to buy here.  http://schrts.co/K3d455 "
2017-05-22 18:34:39,Silicon Valley is getting interested in healthcare — here's why that could be a good thing (GOOGL)  http://dld.bz/fJxG9 
2017-05-22 18:33:58,What’s the difference between Google’s GOOG and GOOGL stock tickers?  http://financecapital.info/2017/05/22/whats-the-difference-between-googles-goog-and-googl-stock-tickers-2/ …
2017-05-22 18:29:55,"This giant visual shows how Apple, Alphabet, Microsoft, Amazon and Facebook all make money  http://moneybadger.stocktwits.com/how-do-tech-companies-make-money/?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … $AAPL $GOOGL $AMZN $FB pic.twitter.com/4CmhGOlhkG"
2017-05-22 18:27:34,Mr. Buffet make us (and yourself) a favor and buy Tesla   https://goo.gl/hGbrKn  $TSLA $BRK $GOOGL $AMZN $IBM $SPY $QQQ #Business #tech
2017-05-22 18:13:49,Try Googl i ng Maria Gatland - Tory Councillor Croydon - previously IRA activist! Righ t wing hypocrisy as usual!
2017-05-22 18:11:23,Tech: Silicon Valley is getting interested in healthcare — here's why that could be a good thing (GOOGL…  https://goo.gl/fb/1OGSwZ  #news
2017-05-22 18:10:07,Piper Jaffray reiterated Alphabet $GOOGL at Overweight. Valuation models imply nice Upside  https://finbox.io/GOOGL?utm_medium=social&utm_campaign=fv-breakdown&utm_source=BankersTribune … pic.twitter.com/BWkznUMbRu
2017-05-22 18:09:33,Forget Apple; Here's A Smarter Way To Invest In Mobile  https://seekingalpha.com/article/4075454-forget-apple-smarter-way-invest-mobile?source=feed_f … $AAPL #APPLE $AMT $FIT $GOOG $GOOGL check out this stock an…
2017-05-22 18:09:19,"RT sengineland: Richard Oakes, the activist who championed rights of Native Americans, is honored in today's Googl…  http://selnd.com/2rLBAg3 "
2017-05-22 18:08:05,Why access a ticker when you can access a group of tickers - US Tech Giants  http://www.comparespreadbetting.com/compare?name=US%20Tech%20Giants … $AAPL $GOOGL $MSFT $FB
2017-05-22 18:07:29,Forget Apple; Here's A Smarter Way To Invest In Mobile $AAPL #APPLE $AMT $FIT $GOOG $GOOGL  http://dlvr.it/PChYn5  #Investing #Stocks pic.twitter.com/ITH1pzBz5I
2017-05-22 18:07:00,$AAPL $GOOGL $FB and $AMZN all on they way to a Trillion
2017-05-22 18:06:33,Avocet at Rumworth this morning stayed til midday second record this spring. Also Arctic Tern west at 10 40. https://twitter.com/BillAspin/status/866746810068418560 …
2017-05-22 18:06:25,Silicon Valley is getting interested in healthcare — here’s why that could be a good thing (GOOGL)  http://doyeltimes.com/technology-news/silicon-valley-is-getting-interested-in-healthcare-heres-why-that-could-be-a-good-thing-googl/ …
2017-05-22 18:03:43,"The Money Train - Market Update by Vince Vora for May 22nd, 2017 #stocks $AAPL $AMZN $NFLX $GOOGL $TSLA $F $FB http://youtu.be/jt9xYUmgV3U?a "
2017-05-22 18:02:19,Forget Apple; Here's A Smarter Way To Invest In Mobile  https://seekingalpha.com/article/4075454-forget-apple-smarter-way-invest-mobile?source=feed_f … $AAPL #APPLE $AMT $FIT $GOOG $GOOGL check out www.docasainc…
2017-05-22 18:02:09,Forget Apple; Heres A Smarter Way To Invest In Mobile #APPLE #AAPL #AMT #FIT #GOOG #GOOGL  https://seekingalpha.com/article/4075454-forget-apple-smarter-way-invest-mobile … pic.twitter.com/GQSuS2wfzp
2017-05-22 18:02:08,Forget Apple; Here's A Smarter Way To Invest In Mobile  https://seekingalpha.com/article/4075454-forget-apple-smarter-way-invest-mobile?source=feed_f … $AAPL #APPLE $AMT $FIT $GOOG $GOOGL
2017-05-22 17:56:46,Call Option Debit Spread GOOGL ~ Upside Target $972  http://youtube.com/watch?v=iWEnddIM1do&feature=youtu.be …  http://tradethirsty.com/call-option-debit-spread-googl-upside-target-972/ …
2017-05-22 17:52:43,اللهم أعني على ذكرك وشكرك وحسن عبادتك  ♻️  http://du3a.org/ 
2017-05-22 17:48:42,GOOGL and AMZN ... the race to 1k
2017-05-22 17:40:54,Tech: Silicon Valley is getting interested in healthcare — here's why that could be a good thing (GOOGL)  http://ift.tt/2qdEMzL 
