date,tweet
2018-09-11 19:56:26,"Tech: Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://naijasmart.com.ng/2018/09/11/tech-google-clouds-new-ai-chief-is-on-a-task-force-for-ai-military-uses-and-believes-we-could-monitor-pretty-much-the-whole-world-with-drones-goog-googl/ … pic.twitter.com/SERXE9TWz6"
2018-09-11 19:53:14,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN "
2018-09-11 19:51:04,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  http://dlvr.it/Qjtm3q  pic.twitter.com/acogT6rKyg"
2018-09-11 19:50:47,"Google Cloud’s new AI chief is on a task force for AI military uses and believes we could monitor ‘pretty much the whole world’ with drones (GOOG, GOOGL)  https://cyberden.co.uk/google-cloud-new-ai-chief-history-military-security-task-force-2018-9/ … pic.twitter.com/EqTTupyZ8q"
2018-09-11 19:50:14,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN "
2018-09-11 19:49:02,"Tech: Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  http://www.vanesglobalgist.com/tech-google-clouds-new-ai-chief-is-on-a-task-force-for-ai-military-uses-and-believes-we-could-monitor-pretty-much-the-whole-world-with-drones-goog-googl/ … pic.twitter.com/CdHExWd7WT"
2018-09-11 19:48:14,$GOOGL stabalized and the cheat nibble is working so far  pic.twitter.com/DlcR68i2Hv
2018-09-11 19:47:09,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN "
2018-09-11 19:45:10,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN  johnangel1977"
2018-09-11 19:44:19,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN "
2018-09-11 19:44:14,"10 Things To Know. Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  https://ift.tt/2ObeaMN "
2018-09-11 19:43:18,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  pic.twitter.com/6U57AlG9ED"
2018-09-11 19:43:15," https://ift.tt/2ObeaMN  - Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL) #Adagogo"
2018-09-11 19:43:03,"Google Cloud's new AI chief is on a task force for AI military uses and believes we could monitor 'pretty much the whole world' with drones (GOOG, GOOGL)  http://dlvr.it/QjtkZx  pic.twitter.com/yIQb4R6Bxx"
2018-09-11 19:30:00,REPORT: AG Sessions weighs probe of social media companies $GOOG $GOOGL $FB $TWTR  https://bit.ly/2CMuD8L 
2018-09-11 19:25:05,"With past performance like this, how can you not sign up for a Free 7-day trial to  http://ow.ly/NT6330lLt3s ? Winning Option Swing Trades Since 2006  $BABA $GOOGL $TSLA $BIDU"
2018-09-11 19:22:43,"Black Americans Differences in age, gender, and income at the top platforms (FB, TWTR, LNKD, GOOG, GOOGL, SNAP)  http://dlvr.it/QjtgF1  pic.twitter.com/pcZccvGGVa"
2018-09-11 19:22:21,学びにフォーカスします。人生一生勉強です。因みに最近、ケータイのGooglプレイブックスで購入した書籍と愛読中の書籍はこの４冊です。美しいびこさんにオススメの書籍です。 pic.twitter.com/6waWVtKu96
2018-09-11 19:21:22,$GOOGL bullish engulfing on the daily and closed above its 5MA for the first time since beginning of downtrend. Room to run here.
2018-09-11 19:16:40,$TWTR $FB $GOOGL etc  https://twitter.com/PoliticalShort/status/1039650535245275136 …
2018-09-11 19:15:06,"REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $WIX $GS $FB"
2018-09-11 19:09:03,"How Alphabet, Amazon, Apple, and Microsoft are shaking up healthcare — and what it means for the future of the industry (GOOGL, AAPL, AMZN,   https://buff.ly/2x2Lw9U  pic.twitter.com/GFeRwqgc0y"
2018-09-11 19:04:14,"A Geezer$ Alert :  GOOG,GOOGL: RBC goes Underweight on new S&P Communications group  https://goo.gl/fb/RiuPJo "
