date,tweet
2017-02-06 18:53:09,buy AAPL sell GOOGL  https://twitter.com/thenextweb/status/828748956775636992 …
2017-02-06 18:49:30,اللهم اغفر للمسلمين والمسلمات والمؤمنين والمؤمنات الأحياء منهم والأموات  http://du3a.org 
2017-02-06 18:47:38,من كان آخر كلامه لا إله إلا الله دخل الجنة ♻️  http://zad-muslim.com 
2017-02-06 18:46:58,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  https://goo.gl/fb/IfZuW9 
2017-02-06 18:46:32,R&D trended spending for the #Cloud group of six updated with context. $AAPL $AMZN $GOOGL $MSFT $IBM $FB http://bridgeandtunnelinvestor.com/thread/3649/spend-tracking?page=1&scrollTo=21848 …
2017-02-06 18:46:11,اللهم اني استغفرك من كل ذنب اذنبته  http://d3waapp.org/ 
2017-02-06 18:45:34,$XOM $amzn $googl $AVGO $AAPL $pfe $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $v $JPM $dis $MCD $mo $ibm $tgt $intc $ba Mixed pic.twitter.com/D0jf9EmGLN
2017-02-06 18:43:11,Alphabet Is More Pervasive Than We Perceive It To Be  http://seekingalpha.com/article/4042811-alphabet-pervasive-perceive?source=tweet … $AAPL $GOOGL $SNAP $FB $GOOG
2017-02-06 18:42:04,HighTech>Google Maps now offers easy access to important info>Googl-  http://bit.ly/2jUD4jD  #htech pic.twitter.com/cyGUbLYOJB
2017-02-06 18:41:13,YouTube And Netflix Are Altering The Media Landscape  http://seekingalpha.com/article/4043057-youtube-netflix-altering-media-landscape?source=tweet … $CBS $NFLX $GOOG $GOOGL
2017-02-06 18:40:04,"استغفر الله , الحمدلله , الله اكبر ,  http://7asnat.com/ "
2017-02-06 18:39:06,Apple Knocked Off As The World's Most Valuable Brand: What's Next?  http://seekingalpha.com/article/4043024-apple-knocked-worlds-valuable-brand-next?source=tweet … $GOOG $GOOGL $MSFT $AAPL
2017-02-06 18:35:11,يارب إن عائلتي هي من أجمل هداياك ومن أغلى مارزقتني فاحفظهم لي وأسعدهم  http://d3waapp.org/ 
2017-02-06 18:30:36,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  https://goo.gl/fb/vZPmI7   http://fb.me/3Cj0766jo 
2017-02-06 18:30:29,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  https://goo.gl/fb/vZPmI7 
2017-02-06 18:26:01,أذكار الأذان:اللهم رب هذه الدعوة التامة والصلاة القائم  http://ghared.com 
2017-02-06 18:21:13,California Autonomous Vehicle Data Shows Tesla Is Materially Misleading Its Customers And I...  http://seekingalpha.com/article/4042910-california-autonomous-vehicle-data-shows-tesla-materially-misleading-customers-investors?source=tweet … $GOOG $GOOGL $TSLA
2017-02-06 18:19:24,#Alphabet $GOOGL Price Pattern Coordinates Chart Time Price 6UA 4MD 2UB Area 6/3 near 55 ema (orange) Events: Positive 2UBX  Negative 3SDX  pic.twitter.com/LNWEZ10dQ0
2017-02-06 18:19:07,"Amazon Takes One Third of Cloud Infrastructure in Q4, Says Canalys $AMZN $MSFT $GOOGL $IBM  http://blogs.barrons.com/techtraderdaily/2017/02/06/amazon-takes-one-third-of-cloud-infrastructure-in-q4-says-canalys … pic.twitter.com/miydedYtFl"
2017-02-06 18:19:05,"Amazon Takes One Third of Cloud ‘Infrastructure’ in Q4, Says Canalys - Tech Trader Daily - $AMZN $MSFT $GOOGL $IBM http://blogs.barrons.com/techtraderdaily/2017/02/06/amazon-takes-one-third-of-cloud-infrastructure-in-q4-says-canalys/ …"
2017-02-06 18:18:26,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://www.gistpartner.com/index.php/2017/02/06/uber-is-just-one-company-interested-in-flying-cars-here-are-5-others-googl/ … pic.twitter.com/IqgpKgLywR
2017-02-06 18:18:22,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://www.gistpartner.com/index.php/2017/02/06/uber-is-just-one-company-interested-in-flying-cars-here-are-5-others-googl/ … pic.twitter.com/hlj4Ksrg38
2017-02-06 18:14:46,اللهم أنت عضدي وأنت نصيري بك أجول وبك أصول وبك أُقاتل  http://du3a.org 
2017-02-06 18:13:57,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJY1nB  pic.twitter.com/OnFRgqSGW7
2017-02-06 18:09:05,#Alphabet Inc. Long-Term #Bullish Outlook $GOOGL  https://goo.gl/iJHeqf 
2017-02-06 18:06:29,"$GOOGL the weakest link, thought $FB would follow GOOGL post earnings, we shall see on Fb tomorrow."
2017-02-06 18:06:11,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL): Uber made a huge hire .. #tech  http://dld.bz/fxuvE 
2017-02-06 18:03:22,New episode is available!!  - Ways to Listen Stitcher Radio iTunes Libsyn RSS Feed Libsyn Radio Googl...  https://tmblr.co/ZC4m0l2I8RHtV 
2017-02-06 17:56:15,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL): Uber made…  https://goo.gl/fb/b5GOLa 
2017-02-06 17:54:00,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://klou.tt/1d6jooq2auab0 
2017-02-06 17:53:35,@business Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  https://goo.gl/fb/m3X6JS 
2017-02-06 17:49:22,【定期】仕事も、恋も、両方頑張りたい……そんなあなたに素敵な恋の物語をお届けします。女性向け恋愛ゲーム『恋愛体質』はGoogl Play、App Store他で配信中！  pic.twitter.com/2cxlzKAJV7  https://youtu.be/TLJ9E-xZM9k 
2017-02-06 17:49:14,Uber is just one company interested in ‘flying cars’ — here are 5 others (GOOGL)  http://doyeltimes.com/technology-news/uber-is-just-one-company-interested-in-flying-cars-here-are-5-others-googl/ … pic.twitter.com/rsCgkknTJl
2017-02-06 17:48:24,﷽ ﴿وأنا لمسنا السماء فوجدناها ملئت حرسا شديدا وشهبا﴾ ⬅️  http://du3a.org 
2017-02-06 17:48:08,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXdQb  pic.twitter.com/a54ZkoLEE1
2017-02-06 17:47:36,Uber is just one company interested in ‘flying cars’ — here are 5 others (GOOGL)  http://ift.tt/2kGqAAL  #Business
2017-02-06 17:47:09,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ow.ly/nfJL509jPPm 
2017-02-06 17:45:36,$SBUX $GOOGL  http://paszportdowallstreet.pl/drugi-tydzień-prezydentury-trumpa …
2017-02-06 17:43:23,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL):  http://ift.tt/2kfoa8P 
2017-02-06 17:42:50,¨اللَّهُمَّ إني أسألك المعافاة والعافية في الدنيا والآخرة .  http://d3waapp.org/ 
2017-02-06 17:42:24,Check this out: Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL) -  http://ift.tt/2kfoa8P  -  Uber  Uber m…
2017-02-06 17:41:38,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL):  http://ift.tt/2kfoa8P 
2017-02-06 17:40:27,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2kfoa8P 
2017-02-06 17:40:05,#Setting4Success Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL) #News #smallbusiness #entrepreneur
2017-02-06 17:38:20,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://read.bi/2jVDNWM  pic.twitter.com/QQOnOyctJL
2017-02-06 17:36:08,"""Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)""  http://ift.tt/2li81QI "
2017-02-06 17:35:40,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://read.bi/2jVDNWM  pic.twitter.com/wkMHDUfq9p
2017-02-06 17:35:40,اللهم إني أحمدك على نعمة الإيمان بك و شرف الإسلام لك  http://7asnat.com/ 
2017-02-06 17:34:22,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://read.bi/2lhbcqX 
2017-02-06 17:32:47,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:31:59,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2kGxWnL  #pymes #business #negocios
2017-02-06 17:31:49,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXNjR  pic.twitter.com/MWI3ixq3QM
2017-02-06 17:31:40,حسبي رباً يعلم سري وجهري ويدبر أمري من حيث لا أدري  http://d3waapp.org/ 
2017-02-06 17:31:36,اللهم اهدني فيمن هديت وعافني فيمن عافيت وتولني فيمن توليت  http://ghared.com 
2017-02-06 17:31:32,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2kGxWnL  pic.twitter.com/jAWc7OHS8y
2017-02-06 17:31:30,اللهم اغفر لي، وارحمني، واهدني، وعافني، وارزقني  http://du3a.org 
2017-02-06 17:31:07,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://feedproxy.google.com/~r/businessinsider/~3/BSINmCeKWkw/companies-invest-flying-cars-2017-2 …
2017-02-06 17:30:43,#EquityResearch You'd Never Know Volkswagen Is Growing 21% In The U.S. Post-Dieselgate $AAPL #APPLE $F $GM $GOOGL…  http://dlvr.it/NJXMWJ  pic.twitter.com/at4D6iuhZH
2017-02-06 17:30:29,#think:Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://read.bi/2kfozI8 
2017-02-06 17:29:41,California Autonomous Vehicle Data Shows Tesla Is Materially Misleading Its Customers And I...  http://seekingalpha.com/article/4042910-california-autonomous-vehicle-data-shows-tesla-materially-misleading-customers-investors?source=tweet … $GOOG $GOOGL $TSLA
2017-02-06 17:29:38,"New post: ""Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)""  http://ift.tt/2kGxWnL "
2017-02-06 17:29:24,Uber is just one company interested in 'flying cars' - here are 5 others (GOOGL)  http://ift.tt/2kLD7Co 
2017-02-06 17:28:44,You'd Never Know Volkswagen Is Growing 21% In The U.S. Post-Dieselgate  http://seekingalpha.com/article/4043094-never-know-volkswagen-growing-21-percent-u-s-post-dieselgate?source=feed_f … $AAPL #APPLE $F $GM $GOOGL $VLKAY
2017-02-06 17:28:39,【アプリ情報】 綾部がアプリに登場だ！ 今日から綾部のプロデューサーにならないか(о´∀`о)  くるたまアプリ AppStore  https://itunes.apple.com/us/app/kurutama/id1169861209?l=ja&ls=1&mt=8 … Googl
2017-02-06 17:27:20,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:27:14,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  pic.twitter.com/9zRTKkDQue
2017-02-06 17:26:59,Uber is just one company interested in ‘flying cars’ — here are 5 others (GOOGL)  http://www.occuworld.org/news/3160067 
2017-02-06 17:26:35,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL): Uber made…  https://goo.gl/fb/qNqKG2 
2017-02-06 17:26:24,"New post: ""Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)""  http://ift.tt/2li81QI "
2017-02-06 17:25:38,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI  johnangel1977
2017-02-06 17:25:11,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:25:11,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI  Danielle Muoio
2017-02-06 17:24:45,10 Things To Know. Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:24:33,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFYG  pic.twitter.com/GyjawMYHLt
2017-02-06 17:24:32,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFVw  pic.twitter.com/1DxQ5Jagon
2017-02-06 17:24:31,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFbB 
2017-02-06 17:24:31,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFVf 
2017-02-06 17:24:20,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFGW  pic.twitter.com/1NBE3RAM5z
2017-02-06 17:24:20,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI  #interesting
2017-02-06 17:24:14,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXFGL  pic.twitter.com/mcBzzCYdhV
2017-02-06 17:24:09,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://dlvr.it/NJXF2k  pic.twitter.com/tUPLbHzJ9z
2017-02-06 17:23:06,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:22:17,Uber is just one company interested in 'flying cars' — here are 5 others (GOOGL)  http://ift.tt/2li81QI 
2017-02-06 17:11:12,"See why these assets are trending in 1 watchlist #finplan $DJIA $GOOGL $TMUS  http://www.cityfalcon.com/watchlists?assets=%23finplan,$DJIA,$GOOGL,$TMUS … pic.twitter.com/NPcPEpbh10"
2017-02-06 17:07:16,California Autonomous Vehicle Data Shows Tesla Is Materially Misleading Its Customers   http://seekingalpha.com/article/4042910-california-autonomous-vehicle-data-shows-tesla-materially-misleading-customers-investors?source=tweet … $GOOG $GOOGL $TSLA
